Date,Open,High,Low,Close,Volume,Adj Close
2012/4/15,,,,,,
2012/4/16,1370.27,1392.76,1365.38,1378.53,3701492000,1378.53
2012/4/17,,,,,,
2012/4/18,,,,,,
2012/4/19,,,,,,
2012/4/20,,,,,,
2012/4/21,,,,,,
2012/4/22,,,,,,
2012/4/23,1378.53,1406.64,1358.79,1403.36,3790184000,1403.36
2012/4/24,,,,,,
2012/4/25,,,,,,
2012/4/26,,,,,,
2012/4/27,,,,,,
2012/4/28,,,,,,
2012/4/29,,,,,,
2012/4/30,1403.26,1415.32,1367.96,1369.1,3833174000,1369.1
2012/5/1,,,,,,
2012/5/2,,,,,,
2012/5/3,,,,,,
2012/5/4,,,,,,
2012/5/5,,,,,,
2012/5/6,,,,,,
2012/5/7,1368.79,1373.91,1343.13,1353.39,3941332000,1353.39
2012/5/8,,,,,,
2012/5/9,,,,,,
2012/5/10,,,,,,
2012/5/11,,,,,,
2012/5/12,,,,,,
2012/5/13,,,,,,
2012/5/14,1351.93,1351.93,1291.98,1295.22,4251866000,1295.22
2012/5/15,,,,,,
2012/5/16,,,,,,
2012/5/17,,,,,,
2012/5/18,,,,,,
2012/5/19,,,,,,
2012/5/20,,,,,,
2012/5/21,1295.73,1328.49,1295.73,1317.82,3765818000,1317.82
2012/5/22,,,,,,
2012/5/23,,,,,,
2012/5/24,,,,,,
2012/5/25,,,,,,
2012/5/26,,,,,,
2012/5/27,,,,,,
2012/5/28,,,,,,
2012/5/29,1318.9,1334.93,1277.25,1278.04,4050725000,1278.04
2012/5/30,,,,,,
2012/5/31,,,,,,
2012/6/1,,,,,,
2012/6/2,,,,,,
2012/6/3,,,,,,
2012/6/4,1278.29,1329.05,1266.74,1325.66,3887776000,1325.66
2012/6/5,,,,,,
2012/6/6,,,,,,
2012/6/7,,,,,,
2012/6/8,,,,,,
2012/6/9,,,,,,
2012/6/10,,,,,,
2012/6/11,1325.72,1343.32,1306.62,1342.84,3715250000,1342.84
2012/6/12,,,,,,
2012/6/13,,,,,,
2012/6/14,,,,,,
2012/6/15,,,,,,
2012/6/16,,,,,,
2012/6/17,,,,,,
2012/6/18,1342.42,1363.46,1324.41,1335.02,4027288000,1335.02
2012/6/19,,,,,,
2012/6/20,,,,,,
2012/6/21,,,,,,
2012/6/22,,,,,,
2012/6/23,,,,,,
2012/6/24,,,,,,
2012/6/25,1334.9,1362.17,1309.27,1362.16,3752304000,1362.16
2012/6/26,,,,,,
2012/6/27,,,,,,
2012/6/28,,,,,,
2012/6/29,,,,,,
2012/6/30,,,,,,
2012/7/1,,,,,,
2012/7/2,1362.33,1374.81,1348.03,1354.68,2801175000,1354.68
2012/7/3,,,,,,
2012/7/4,,,,,,
2012/7/5,,,,,,
2012/7/6,,,,,,
2012/7/7,,,,,,
2012/7/8,,,,,,
2012/7/9,1354.66,1361.54,1325.41,1356.78,3333824000,1356.78
2012/7/10,,,,,,
2012/7/11,,,,,,
2012/7/12,,,,,,
2012/7/13,,,,,,
2012/7/14,,,,,,
2012/7/15,,,,,,
2012/7/16,1356.5,1380.39,1345.07,1362.66,3608082000,1362.66
2012/7/17,,,,,,
2012/7/18,,,,,,
2012/7/19,,,,,,
2012/7/20,,,,,,
2012/7/21,,,,,,
2012/7/22,,,,,,
2012/7/23,1362.34,1389.19,1329.24,1385.97,4031190000,1385.97
2012/7/24,,,,,,
2012/7/25,,,,,,
2012/7/26,,,,,,
2012/7/27,,,,,,
2012/7/28,,,,,,
2012/7/29,,,,,,
2012/7/30,1385.94,1394.16,1354.65,1390.99,3883892000,1390.99
2012/7/31,,,,,,
2012/8/1,,,,,,
2012/8/2,,,,,,
2012/8/3,,,,,,
2012/8/4,,,,,,
2012/8/5,,,,,,
2012/8/6,1391.04,1407.14,1391.04,1405.87,3182784000,1405.87
2012/8/7,,,,,,
2012/8/8,,,,,,
2012/8/9,,,,,,
2012/8/10,,,,,,
2012/8/11,,,,,,
2012/8/12,,,,,,
2012/8/13,1405.87,1418.71,1397.32,1418.16,2824746000,1418.16
2012/8/14,,,,,,
2012/8/15,,,,,,
2012/8/16,,,,,,
2012/8/17,,,,,,
2012/8/18,,,,,,
2012/8/19,,,,,,
2012/8/20,1417.85,1426.68,1398.04,1411.13,2943798000,1411.13
2012/8/21,,,,,,
2012/8/22,,,,,,
2012/8/23,,,,,,
2012/8/24,,,,,,
2012/8/25,,,,,,
2012/8/26,,,,,,
2012/8/27,1411.13,1416.17,1397.01,1406.58,2628268000,1406.58
2012/8/28,,,,,,
2012/8/29,,,,,,
2012/8/30,,,,,,
2012/8/31,,,,,,
2012/9/1,,,,,,
2012/9/2,,,,,,
2012/9/3,,,,,,
2012/9/4,1406.54,1437.92,1396.56,1437.92,3564977500,1437.92
2012/9/5,,,,,,
2012/9/6,,,,,,
2012/9/7,,,,,,
2012/9/8,,,,,,
2012/9/9,,,,,,
2012/9/10,1437.92,1474.51,1428.98,1465.77,4004608000,1465.77
2012/9/11,,,,,,
2012/9/12,,,,,,
2012/9/13,,,,,,
2012/9/14,,,,,,
2012/9/15,,,,,,
2012/9/16,,,,,,
2012/9/17,1465.42,1467.07,1449.98,1460.15,3705514000,1460.15
2012/9/18,,,,,,
2012/9/19,,,,,,
2012/9/20,,,,,,
2012/9/21,,,,,,
2012/9/22,,,,,,
2012/9/23,,,,,,
2012/9/24,1459.76,1463.24,1430.53,1440.67,3394752000,1440.67
2012/9/25,,,,,,
2012/9/26,,,,,,
2012/9/27,,,,,,
2012/9/28,,,,,,
2012/9/29,,,,,,
2012/9/30,,,,,,
2012/10/1,1440.9,1470.96,1439.01,1460.93,3429462000,1460.93
2012/10/2,,,,,,
2012/10/3,,,,,,
2012/10/4,,,,,,
2012/10/5,,,,,,
2012/10/6,,,,,,
2012/10/7,,,,,,
2012/10/8,1460.93,1460.93,1425.53,1428.59,3115478000,1428.59
2012/10/9,,,,,,
2012/10/10,,,,,,
2012/10/11,,,,,,
2012/10/12,,,,,,
2012/10/13,,,,,,
2012/10/14,,,,,,
2012/10/15,1428.75,1464.02,1427.24,1433.19,3692620000,1433.19
2012/10/16,,,,,,
2012/10/17,,,,,,
2012/10/18,,,,,,
2012/10/19,,,,,,
2012/10/20,,,,,,
2012/10/21,,,,,,
2012/10/22,1433.21,1435.46,1403.28,1411.94,3397482000,1411.94
2012/10/23,,,,,,
2012/10/24,,,,,,
2012/10/25,,,,,,
2012/10/26,,,,,,
2012/10/27,,,,,,
2012/10/28,,,,,,
2012/10/29,,,,,,
2012/10/30,,,,,,
2012/10/31,1410.99,1434.27,1405.95,1414.2,3746493300,1414.2
2012/11/1,,,,,,
2012/11/2,,,,,,
2012/11/3,,,,,,
2012/11/4,,,,,,
2012/11/5,1414.02,1433.38,1373.03,1379.85,3602274000,1379.85
2012/11/6,,,,,,
2012/11/7,,,,,,
2012/11/8,,,,,,
2012/11/9,,,,,,
2012/11/10,,,,,,
2012/11/11,,,,,,
2012/11/12,1379.86,1388.81,1343.35,1359.88,3621476000,1359.88
2012/11/13,,,,,,
2012/11/14,,,,,,
2012/11/15,,,,,,
2012/11/16,,,,,,
2012/11/17,,,,,,
2012/11/18,,,,,,
2012/11/19,1359.88,1409.16,1359.88,1409.15,2688502500,1409.15
2012/11/20,,,,,,
2012/11/21,,,,,,
2012/11/22,,,,,,
2012/11/23,,,,,,
2012/11/24,,,,,,
2012/11/25,,,,,,
2012/11/26,1409.15,1419.7,1385.43,1416.18,3390836000,1416.18
2012/11/27,,,,,,
2012/11/28,,,,,,
2012/11/29,,,,,,
2012/11/30,,,,,,
2012/12/1,,,,,,
2012/12/2,,,,,,
2012/12/3,1416.34,1423.73,1398.23,1418.07,3386154000,1418.07
2012/12/4,,,,,,
2012/12/5,,,,,,
2012/12/6,,,,,,
2012/12/7,,,,,,
2012/12/8,,,,,,
2012/12/9,,,,,,
2012/12/10,1418.07,1438.59,1411.88,1413.58,3383768000,1413.58
2012/12/11,,,,,,
2012/12/12,,,,,,
2012/12/13,,,,,,
2012/12/14,,,,,,
2012/12/15,,,,,,
2012/12/16,,,,,,
2012/12/17,1413.54,1448,1413.54,1430.15,4108678000,1430.15
2012/12/18,,,,,,
2012/12/19,,,,,,
2012/12/20,,,,,,
2012/12/21,,,,,,
2012/12/22,,,,,,
2012/12/23,,,,,,
2012/12/24,1430.15,1430.15,1401.58,1402.43,2197712500,1402.43
2012/12/25,,,,,,
2012/12/26,,,,,,
2012/12/27,,,,,,
2012/12/28,,,,,,
2012/12/29,,,,,,
2012/12/30,,,,,,
2012/12/31,1402.43,1467.94,1398.11,1466.47,3665237500,1466.47
2013/1/1,,,,,,
2013/1/2,,,,,,
2013/1/3,,,,,,
2013/1/4,,,,,,
2013/1/5,,,,,,
2013/1/6,,,,,,
2013/1/7,1466.47,1472.75,1451.64,1472.05,3600690000,1472.05
2013/1/8,,,,,,
2013/1/9,,,,,,
2013/1/10,,,,,,
2013/1/11,,,,,,
2013/1/12,,,,,,
2013/1/13,,,,,,
2013/1/14,1472.05,1485.98,1463.76,1485.98,3404978000,1485.98
2013/1/15,,,,,,
2013/1/16,,,,,,
2013/1/17,,,,,,
2013/1/18,,,,,,
2013/1/19,,,,,,
2013/1/20,,,,,,
2013/1/21,,,,,,
2013/1/22,1485.98,1503.26,1481.16,1502.96,3574670000,1502.96
2013/1/23,,,,,,
2013/1/24,,,,,,
2013/1/25,,,,,,
2013/1/26,,,,,,
2013/1/27,,,,,,
2013/1/28,1502.96,1514.41,1496.33,1513.17,3780238000,1513.17
2013/1/29,,,,,,
2013/1/30,,,,,,
2013/1/31,,,,,,
2013/2/1,,,,,,
2013/2/2,,,,,,
2013/2/3,,,,,,
2013/2/4,1513.17,1518.31,1495.02,1517.93,3444132000,1517.93
2013/2/5,,,,,,
2013/2/6,,,,,,
2013/2/7,,,,,,
2013/2/8,,,,,,
2013/2/9,,,,,,
2013/2/10,,,,,,
2013/2/11,1517.93,1524.69,1513.61,1519.79,3416520000,1519.79
2013/2/12,,,,,,
2013/2/13,,,,,,
2013/2/14,,,,,,
2013/2/15,,,,,,
2013/2/16,,,,,,
2013/2/17,,,,,,
2013/2/18,,,,,,
2013/2/19,1519.79,1530.94,1497.29,1515.6,3920850000,1515.6
2013/2/20,,,,,,
2013/2/21,,,,,,
2013/2/22,,,,,,
2013/2/23,,,,,,
2013/2/24,,,,,,
2013/2/25,1515.6,1525.84,1485.01,1518.2,3829222000,1518.2
2013/2/26,,,,,,
2013/2/27,,,,,,
2013/2/28,,,,,,
2013/3/1,,,,,,
2013/3/2,,,,,,
2013/3/3,,,,,,
2013/3/4,1518.2,1552.48,1512.29,1551.18,3597796000,1551.18
2013/3/5,,,,,,
2013/3/6,,,,,,
2013/3/7,,,,,,
2013/3/8,,,,,,
2013/3/9,,,,,,
2013/3/10,,,,,,
2013/3/11,1551.15,1563.62,1547.36,1560.7,3614986000,1560.7
2013/3/12,,,,,,
2013/3/13,,,,,,
2013/3/14,,,,,,
2013/3/15,,,,,,
2013/3/16,,,,,,
2013/3/17,,,,,,
2013/3/18,1560.7,1561.56,1538.57,1556.89,3300302000,1556.89
2013/3/19,,,,,,
2013/3/20,,,,,,
2013/3/21,,,,,,
2013/3/22,,,,,,
2013/3/23,,,,,,
2013/3/24,,,,,,
2013/3/25,1556.89,1570.28,1546.22,1569.19,3066520000,1569.19
2013/3/26,,,,,,
2013/3/27,,,,,,
2013/3/28,,,,,,
2013/3/29,,,,,,
2013/3/30,,,,,,
2013/3/31,,,,,,
2013/4/1,1569.18,1573.66,1539.5,1553.28,3398392000,1553.28
2013/4/2,,,,,,
2013/4/3,,,,,,
2013/4/4,,,,,,
2013/4/5,,,,,,
2013/4/6,,,,,,
2013/4/7,,,,,,
2013/4/8,1553.26,1597.35,1548.63,1588.85,3238698000,1588.85
2013/4/9,,,,,,
2013/4/10,,,,,,
2013/4/11,,,,,,
2013/4/12,,,,,,
2013/4/13,,,,,,
2013/4/14,,,,,,
2013/4/15,1588.84,1588.84,1536.03,1555.25,4005162000,1555.25
2013/4/16,,,,,,
2013/4/17,,,,,,
2013/4/18,,,,,,
2013/4/19,,,,,,
2013/4/20,,,,,,
2013/4/21,,,,,,
2013/4/22,1555.25,1592.64,1548.19,1582.24,3450094000,1582.24
2013/4/23,,,,,,
2013/4/24,,,,,,
2013/4/25,,,,,,
2013/4/26,,,,,,
2013/4/27,,,,,,
2013/4/28,,,,,,
2013/4/29,1582.34,1618.46,1581.28,1614.42,3427490000,1614.42
2013/4/30,,,,,,
2013/5/1,,,,,,
2013/5/2,,,,,,
2013/5/3,,,,,,
2013/5/4,,,,,,
2013/5/5,,,,,,
2013/5/6,1614.4,1635.01,1614.21,1633.7,3294078000,1633.7
2013/5/7,,,,,,
2013/5/8,,,,,,
2013/5/9,,,,,,
2013/5/10,,,,,,
2013/5/11,,,,,,
2013/5/12,,,,,,
2013/5/13,1632.1,1667.47,1626.74,1667.47,3395934000,1667.47
2013/5/14,,,,,,
2013/5/15,,,,,,
2013/5/16,,,,,,
2013/5/17,,,,,,
2013/5/18,,,,,,
2013/5/19,,,,,,
2013/5/20,1665.71,1687.18,1635.53,1649.6,3570650000,1649.6
2013/5/21,,,,,,
2013/5/22,,,,,,
2013/5/23,,,,,,
2013/5/24,,,,,,
2013/5/25,,,,,,
2013/5/26,,,,,,
2013/5/27,,,,,,
2013/5/28,1652.63,1674.21,1630.74,1630.74,3660690000,1630.74
2013/5/29,,,,,,
2013/5/30,,,,,,
2013/5/31,,,,,,
2013/6/1,,,,,,
2013/6/2,,,,,,
2013/6/3,1631.71,1646.53,1598.23,1643.38,3631526000,1643.38
2013/6/4,,,,,,
2013/6/5,,,,,,
2013/6/6,,,,,,
2013/6/7,,,,,,
2013/6/8,,,,,,
2013/6/9,,,,,,
2013/6/10,1644.67,1648.69,1608.07,1626.73,3187002000,1626.73
2013/6/11,,,,,,
2013/6/12,,,,,,
2013/6/13,,,,,,
2013/6/14,,,,,,
2013/6/15,,,,,,
2013/6/16,,,,,,
2013/6/17,1630.64,1654.19,1577.7,1592.43,4091850000,1592.43
2013/6/18,,,,,,
2013/6/19,,,,,,
2013/6/20,,,,,,
2013/6/21,,,,,,
2013/6/22,,,,,,
2013/6/23,,,,,,
2013/6/24,1588.77,1620.07,1560.33,1606.28,4078980000,1606.28
2013/6/25,,,,,,
2013/6/26,,,,,,
2013/6/27,,,,,,
2013/6/28,,,,,,
2013/6/29,,,,,,
2013/6/30,,,,,,
2013/7/1,1609.78,1632.07,1604.57,1631.89,2755502500,1631.89
2013/7/2,,,,,,
2013/7/3,,,,,,
2013/7/4,,,,,,
2013/7/5,,,,,,
2013/7/6,,,,,,
2013/7/7,,,,,,
2013/7/8,1634.2,1680.19,1634.2,1680.19,3233274000,1680.19
2013/7/9,,,,,,
2013/7/10,,,,,,
2013/7/11,,,,,,
2013/7/12,,,,,,
2013/7/13,,,,,,
2013/7/14,,,,,,
2013/7/15,1679.59,1693.12,1671.84,1692.09,3122660000,1692.09
2013/7/16,,,,,,
2013/7/17,,,,,,
2013/7/18,,,,,,
2013/7/19,,,,,,
2013/7/20,,,,,,
2013/7/21,,,,,,
2013/7/22,1694.41,1698.78,1676.03,1691.65,3059340000,1691.65
2013/7/23,,,,,,
2013/7/24,,,,,,
2013/7/25,,,,,,
2013/7/26,,,,,,
2013/7/27,,,,,,
2013/7/28,,,,,,
2013/7/29,1690.32,1709.67,1681.86,1709.67,3384048000,1709.67
2013/7/30,,,,,,
2013/7/31,,,,,,
2013/8/1,,,,,,
2013/8/2,,,,,,
2013/8/3,,,,,,
2013/8/4,,,,,,
2013/8/5,1708.01,1709.24,1684.91,1691.42,2982014000,1691.42
2013/8/6,,,,,,
2013/8/7,,,,,,
2013/8/8,,,,,,
2013/8/9,,,,,,
2013/8/10,,,,,,
2013/8/11,,,,,,
2013/8/12,1688.37,1696.81,1652.61,1655.83,3066858000,1655.83
2013/8/13,,,,,,
2013/8/14,,,,,,
2013/8/15,,,,,,
2013/8/16,,,,,,
2013/8/17,,,,,,
2013/8/18,,,,,,
2013/8/19,1655.25,1664.85,1639.43,1663.5,2790186000,1663.5
2013/8/20,,,,,,
2013/8/21,,,,,,
2013/8/22,,,,,,
2013/8/23,,,,,,
2013/8/24,,,,,,
2013/8/25,,,,,,
2013/8/26,1664.29,1669.51,1627.47,1632.97,2739144000,1632.97
2013/8/27,,,,,,
2013/8/28,,,,,,
2013/8/29,,,,,,
2013/8/30,,,,,,
2013/8/31,,,,,,
2013/9/1,,,,,,
2013/9/2,,,,,,
2013/9/3,1635.95,1664.83,1633.41,1655.17,3281187500,1655.17
2013/9/4,,,,,,
2013/9/5,,,,,,
2013/9/6,,,,,,
2013/9/7,,,,,,
2013/9/8,,,,,,
2013/9/9,1656.85,1689.97,1656.85,1687.99,3154566000,1687.99
2013/9/10,,,,,,
2013/9/11,,,,,,
2013/9/12,,,,,,
2013/9/13,,,,,,
2013/9/14,,,,,,
2013/9/15,,,,,,
2013/9/16,1691.7,1729.86,1691.7,1709.91,3731592000,1709.91
2013/9/17,,,,,,
2013/9/18,,,,,,
2013/9/19,,,,,,
2013/9/20,,,,,,
2013/9/21,,,,,,
2013/9/22,,,,,,
2013/9/23,1711.44,1711.44,1687.11,1691.75,3062048000,1691.75
2013/9/24,,,,,,
2013/9/25,,,,,,
2013/9/26,,,,,,
2013/9/27,,,,,,
2013/9/28,,,,,,
2013/9/29,,,,,,
2013/9/30,1687.26,1696.55,1670.36,1690.5,3171168000,1690.5
2013/10/1,,,,,,
2013/10/2,,,,,,
2013/10/3,,,,,,
2013/10/4,,,,,,
2013/10/5,,,,,,
2013/10/6,,,,,,
2013/10/7,1687.15,1703.44,1646.47,1703.2,3226506000,1703.2
2013/10/8,,,,,,
2013/10/9,,,,,,
2013/10/10,,,,,,
2013/10/11,,,,,,
2013/10/12,,,,,,
2013/10/13,,,,,,
2013/10/14,1699.86,1745.31,1692.13,1744.5,3302596000,1744.5
2013/10/15,,,,,,
2013/10/16,,,,,,
2013/10/17,,,,,,
2013/10/18,,,,,,
2013/10/19,,,,,,
2013/10/20,,,,,,
2013/10/21,1745.2,1759.82,1740.5,1759.77,3492870000,1759.77
2013/10/22,,,,,,
2013/10/23,,,,,,
2013/10/24,,,,,,
2013/10/25,,,,,,
2013/10/26,,,,,,
2013/10/27,,,,,,
2013/10/28,1759.42,1775.22,1752.7,1761.64,3535324000,1761.64
2013/10/29,,,,,,
2013/10/30,,,,,,
2013/10/31,,,,,,
2013/11/1,,,,,,
2013/11/2,,,,,,
2013/11/3,,,,,,
2013/11/4,1763.4,1774.54,1746.2,1770.61,3602804000,1770.61
2013/11/5,,,,,,
2013/11/6,,,,,,
2013/11/7,,,,,,
2013/11/8,,,,,,
2013/11/9,,,,,,
2013/11/10,,,,,,
2013/11/11,1769.96,1798.22,1760.64,1798.18,3095290000,1798.18
2013/11/12,,,,,,
2013/11/13,,,,,,
2013/11/14,,,,,,
2013/11/15,,,,,,
2013/11/16,,,,,,
2013/11/17,,,,,,
2013/11/18,1798.82,1804.84,1777.23,1804.76,3162776000,1804.76
2013/11/19,,,,,,
2013/11/20,,,,,,
2013/11/21,,,,,,
2013/11/22,,,,,,
2013/11/23,,,,,,
2013/11/24,,,,,,
2013/11/25,1806.33,1813.55,1800.58,1805.81,2659387500,1805.81
2013/11/26,,,,,,
2013/11/27,,,,,,
2013/11/28,,,,,,
2013/11/29,,,,,,
2013/11/30,,,,,,
2013/12/1,,,,,,
2013/12/2,1806.55,1810.02,1779.09,1805.09,3333712000,1805.09
2013/12/3,,,,,,
2013/12/4,,,,,,
2013/12/5,,,,,,
2013/12/6,,,,,,
2013/12/7,,,,,,
2013/12/8,,,,,,
2013/12/9,1806.21,1811.52,1772.28,1775.32,3217320000,1775.32
2013/12/10,,,,,,
2013/12/11,,,,,,
2013/12/12,,,,,,
2013/12/13,,,,,,
2013/12/14,,,,,,
2013/12/15,,,,,,
2013/12/16,1777.48,1823.75,1767.99,1818.32,3880520000,1818.32
2013/12/17,,,,,,
2013/12/18,,,,,,
2013/12/19,,,,,,
2013/12/20,,,,,,
2013/12/21,,,,,,
2013/12/22,,,,,,
2013/12/23,1822.92,1844.89,1822.92,1841.4,2048590000,1841.4
2013/12/24,,,,,,
2013/12/25,,,,,,
2013/12/26,,,,,,
2013/12/27,,,,,,
2013/12/28,,,,,,
2013/12/29,,,,,,
2013/12/30,1841.47,1849.44,1827.74,1831.37,2615392500,1831.37
2013/12/31,,,,,,
2014/1/1,,,,,,
2014/1/2,,,,,,
2014/1/3,,,,,,
2014/1/4,,,,,,
2014/1/5,,,,,,
2014/1/6,1832.31,1843.23,1823.73,1842.37,3475120000,1842.37
2014/1/7,,,,,,
2014/1/8,,,,,,
2014/1/9,,,,,,
2014/1/10,,,,,,
2014/1/11,,,,,,
2014/1/12,,,,,,
2014/1/13,1841.26,1850.84,1815.52,1838.7,3567970000,1838.7
2014/1/14,,,,,,
2014/1/15,,,,,,
2014/1/16,,,,,,
2014/1/17,,,,,,
2014/1/18,,,,,,
2014/1/19,,,,,,
2014/1/20,,,,,,
2014/1/21,1841.05,1849.31,1790.29,1790.29,3936835000,1790.29
2014/1/22,,,,,,
2014/1/23,,,,,,
2014/1/24,,,,,,
2014/1/25,,,,,,
2014/1/26,,,,,,
2014/1/27,1791.03,1798.77,1770.45,1782.59,3810850000,1782.59
2014/1/28,,,,,,
2014/1/29,,,,,,
2014/1/30,,,,,,
2014/1/31,,,,,,
2014/2/1,,,,,,
2014/2/2,,,,,,
2014/2/3,1782.68,1798.03,1737.92,1797.02,4076028000,1797.02
2014/2/4,,,,,,
2014/2/5,,,,,,
2014/2/6,,,,,,
2014/2/7,,,,,,
2014/2/8,,,,,,
2014/2/9,,,,,,
2014/2/10,1796.2,1841.65,1791.83,1838.63,3348436000,1838.63
2014/2/11,,,,,,
2014/2/12,,,,,,
2014/2/13,,,,,,
2014/2/14,,,,,,
2014/2/15,,,,,,
2014/2/16,,,,,,
2014/2/17,,,,,,
2014/2/18,1839.03,1847.5,1824.58,1836.25,3472885000,1836.25
2014/2/19,,,,,,
2014/2/20,,,,,,
2014/2/21,,,,,,
2014/2/22,,,,,,
2014/2/23,,,,,,
2014/2/24,1836.78,1867.92,1836.78,1859.45,3742346000,1859.45
2014/2/25,,,,,,
2014/2/26,,,,,,
2014/2/27,,,,,,
2014/2/28,,,,,,
2014/3/1,,,,,,
2014/3/2,,,,,,
2014/3/3,1857.68,1883.57,1834.44,1878.04,3502434000,1878.04
2014/3/4,,,,,,
2014/3/5,,,,,,
2014/3/6,,,,,,
2014/3/7,,,,,,
2014/3/8,,,,,,
2014/3/9,,,,,,
2014/3/10,1877.86,1882.35,1839.57,1841.13,3328212000,1841.13
2014/3/11,,,,,,
2014/3/12,,,,,,
2014/3/13,,,,,,
2014/3/14,,,,,,
2014/3/15,,,,,,
2014/3/16,,,,,,
2014/3/17,1842.81,1883.97,1842.81,1866.52,3535628000,1866.52
2014/3/18,,,,,,
2014/3/19,,,,,,
2014/3/20,,,,,,
2014/3/21,,,,,,
2014/3/22,,,,,,
2014/3/23,,,,,,
2014/3/24,1867.67,1875.92,1842.11,1857.62,3355872000,1857.62
2014/3/25,,,,,,
2014/3/26,,,,,,
2014/3/27,,,,,,
2014/3/28,,,,,,
2014/3/29,,,,,,
2014/3/30,,,,,,
2014/3/31,1859.16,1897.28,1859.16,1865.09,3276300000,1865.09
2014/4/1,,,,,,
2014/4/2,,,,,,
2014/4/3,,,,,,
2014/4/4,,,,,,
2014/4/5,,,,,,
2014/4/6,,,,,,
2014/4/7,1863.92,1872.53,1814.36,1815.69,3666776000,1815.69
2014/4/8,,,,,,
2014/4/9,,,,,,
2014/4/10,,,,,,
2014/4/11,,,,,,
2014/4/12,,,,,,
2014/4/13,,,,,,
2014/4/14,1818.18,1869.63,1815.8,1864.85,3336122500,1864.85
2014/4/15,,,,,,
2014/4/16,,,,,,
2014/4/17,,,,,,
2014/4/18,,,,,,
2014/4/19,,,,,,
2014/4/20,,,,,,
2014/4/21,1865.79,1884.89,1859.7,1863.4,3069702000,1863.4
2014/4/22,,,,,,
2014/4/23,,,,,,
2014/4/24,,,,,,
2014/4/25,,,,,,
2014/4/26,,,,,,
2014/4/27,,,,,,
2014/4/28,1865,1891.33,1850.61,1881.14,3607606000,1881.14
2014/4/29,,,,,,
2014/4/30,,,,,,
2014/5/1,,,,,,
2014/5/2,,,,,,
2014/5/3,,,,,,
2014/5/4,,,,,,
2014/5/5,1879.45,1889.07,1859.79,1878.48,3222476000,1878.48
2014/5/6,,,,,,
2014/5/7,,,,,,
2014/5/8,,,,,,
2014/5/9,,,,,,
2014/5/10,,,,,,
2014/5/11,,,,,,
2014/5/12,1880.03,1902.17,1862.36,1877.86,3093954000,1877.86
2014/5/13,,,,,,
2014/5/14,,,,,,
2014/5/15,,,,,,
2014/5/16,,,,,,
2014/5/17,,,,,,
2014/5/18,,,,,,
2014/5/19,1876.66,1901.26,1868.14,1900.53,2721034000,1900.53
2014/5/20,,,,,,
2014/5/21,,,,,,
2014/5/22,,,,,,
2014/5/23,,,,,,
2014/5/24,,,,,,
2014/5/25,,,,,,
2014/5/26,,,,,,
2014/5/27,1902.01,1924.03,1902.01,1923.57,2965002500,1923.57
2014/5/28,,,,,,
2014/5/29,,,,,,
2014/5/30,,,,,,
2014/5/31,,,,,,
2014/6/1,,,,,,
2014/6/2,1923.87,1949.44,1915.98,1949.44,2829538000,1949.44
2014/6/3,,,,,,
2014/6/4,,,,,,
2014/6/5,,,,,,
2014/6/6,,,,,,
2014/6/7,,,,,,
2014/6/8,,,,,,
2014/6/9,1948.97,1955.55,1925.78,1936.16,2772774000,1936.16
2014/6/10,,,,,,
2014/6/11,,,,,,
2014/6/12,,,,,,
2014/6/13,,,,,,
2014/6/14,,,,,,
2014/6/15,,,,,,
2014/6/16,1934.84,1963.91,1930.91,1962.87,3250200000,1962.87
2014/6/17,,,,,,
2014/6/18,,,,,,
2014/6/19,,,,,,
2014/6/20,,,,,,
2014/6/21,,,,,,
2014/6/22,,,,,,
2014/6/23,1962.92,1968.17,1944.69,1960.96,3196694000,1960.96
2014/6/24,,,,,,
2014/6/25,,,,,,
2014/6/26,,,,,,
2014/6/27,,,,,,
2014/6/28,,,,,,
2014/6/29,,,,,,
2014/6/30,1960.79,1985.59,1958.22,1985.44,2768790000,1985.44
2014/7/1,,,,,,
2014/7/2,,,,,,
2014/7/3,,,,,,
2014/7/4,,,,,,
2014/7/5,,,,,,
2014/7/6,,,,,,
2014/7/7,1984.22,1984.22,1952.86,1967.57,2938562000,1967.57
2014/7/8,,,,,,
2014/7/9,,,,,,
2014/7/10,,,,,,
2014/7/11,,,,,,
2014/7/12,,,,,,
2014/7/13,,,,,,
2014/7/14,1969.86,1983.94,1955.59,1978.22,3190470000,1978.22
2014/7/15,,,,,,
2014/7/16,,,,,,
2014/7/17,,,,,,
2014/7/18,,,,,,
2014/7/19,,,,,,
2014/7/20,,,,,,
2014/7/21,1976.93,1991.39,1965.77,1978.34,2842770000,1978.34
2014/7/22,,,,,,
2014/7/23,,,,,,
2014/7/24,,,,,,
2014/7/25,,,,,,
2014/7/26,,,,,,
2014/7/27,,,,,,
2014/7/28,1978.25,1984.85,1916.37,1925.15,3483506000,1925.15
2014/7/29,,,,,,
2014/7/30,,,,,,
2014/7/31,,,,,,
2014/8/1,,,,,,
2014/8/2,,,,,,
2014/8/3,,,,,,
2014/8/4,1926.62,1942.92,1904.78,1931.59,3241478000,1931.59
2014/8/5,,,,,,
2014/8/6,,,,,,
2014/8/7,,,,,,
2014/8/8,,,,,,
2014/8/9,,,,,,
2014/8/10,,,,,,
2014/8/11,1933.43,1964.04,1928.29,1955.06,2749490000,1955.06
2014/8/12,,,,,,
